
Predictions were generated on 18-Feb-2025 at 21:38:06 using FAST.Farm, compiled as a 64-bit application using single precision
 linked with  NWTC Subroutine Library

Description from the FAST.Farm input file: FAST.Farm              input       - file, using two turbines separated by 3D downstream and an offset of 30m, turbulent inflow, yaw maneuver for WT1

Time                	RtVAmbT1            	YawErrT1            	RtSkewT1            	AziSkewT1           	RtSkewFiltT1        	AziSkewFiltT1       	RtGamCurlT1         	RtVAmbFiltT1        	RtCtAvgT1           	WkAxsXT1D1          	WkAxsYT1D1          	WkAxsZT1D1          	WkPosXT1D1          	WkPosYT1D1          	WkPosZT1D1          
(s)                 	(m/s)        	(deg)        	(deg)        	(deg)        	(deg)        	(deg)        	INVALID      	(m/s)        	(-)          	(-)          	(-)          	(-)          	(m)          	(m)          	(m)          
  269.5000	 6.794E+00	-2.920E+01	 3.032E+01	-1.488E+01	 2.991E+01	-1.378E+01	 0.000E+00	 6.806E+00	 0.000E+00	 8.705E-01	 4.729E-01	-1.360E-01	 8.265E+01	-8.281E+00	 9.252E+01
  272.2500	 6.832E+00	-2.907E+01	 3.009E+01	-1.429E+01	 3.003E+01	-1.410E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.708E-01	 4.724E-01	-1.360E-01	 8.233E+01	-8.085E+00	 9.250E+01
  275.0000	 6.788E+00	-2.896E+01	 2.977E+01	-1.279E+01	 3.005E+01	-1.416E+01	 0.000E+00	 6.811E+00	 0.000E+00	 8.710E-01	 4.719E-01	-1.364E-01	 8.225E+01	-8.156E+00	 9.260E+01
  277.7500	 6.826E+00	-2.852E+01	 2.935E+01	-1.308E+01	 2.997E+01	-1.376E+01	 0.000E+00	 6.804E+00	 0.000E+00	 8.712E-01	 4.714E-01	-1.368E-01	 8.198E+01	-7.834E+00	 9.262E+01
  280.5000	 6.802E+00	-2.866E+01	 2.962E+01	-1.393E+01	 2.979E+01	-1.356E+01	 0.000E+00	 6.811E+00	 0.000E+00	 8.715E-01	 4.710E-01	-1.366E-01	 8.196E+01	-7.927E+00	 9.262E+01
  283.2500	 6.825E+00	-2.836E+01	 2.955E+01	-1.562E+01	 2.974E+01	-1.367E+01	 0.000E+00	 6.808E+00	 0.000E+00	 8.717E-01	 4.707E-01	-1.360E-01	 8.180E+01	-7.760E+00	 9.266E+01
  286.0000	 6.818E+00	-2.850E+01	 2.955E+01	-1.469E+01	 2.968E+01	-1.424E+01	 0.000E+00	 6.813E+00	 0.000E+00	 8.719E-01	 4.705E-01	-1.358E-01	 8.162E+01	-7.634E+00	 9.248E+01
  288.7500	 6.809E+00	-2.995E+01	 3.119E+01	-1.548E+01	 2.964E+01	-1.437E+01	 0.000E+00	 6.815E+00	 0.000E+00	 8.719E-01	 4.703E-01	-1.360E-01	 8.142E+01	-7.415E+00	 9.249E+01
  291.5000	 6.810E+00	-2.874E+01	 2.946E+01	-1.216E+01	 3.010E+01	-1.469E+01	 0.000E+00	 6.813E+00	 0.000E+00	 8.719E-01	 4.704E-01	-1.363E-01	 8.130E+01	-7.242E+00	 9.242E+01
  294.2500	 6.793E+00	-2.940E+01	 3.019E+01	-1.257E+01	 2.991E+01	-1.395E+01	 0.000E+00	 6.812E+00	 0.000E+00	 8.718E-01	 4.705E-01	-1.364E-01	 8.133E+01	-7.100E+00	 9.255E+01
  297.0000	 6.808E+00	-2.995E+01	 3.076E+01	-1.249E+01	 2.999E+01	-1.355E+01	 0.000E+00	 6.806E+00	 0.000E+00	 8.717E-01	 4.708E-01	-1.358E-01	 8.141E+01	-6.976E+00	 9.258E+01
  299.7500	 6.776E+00	-2.872E+01	 2.958E+01	-1.323E+01	 3.021E+01	-1.324E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.716E-01	 4.712E-01	-1.349E-01	 8.161E+01	-7.142E+00	 9.266E+01
  302.5000	 6.824E+00	-2.888E+01	 3.001E+01	-1.511E+01	 3.003E+01	-1.324E+01	 0.000E+00	 6.798E+00	 0.000E+00	 8.713E-01	 4.717E-01	-1.352E-01	 8.153E+01	-6.761E+00	 9.248E+01
  305.2500	 6.785E+00	-2.951E+01	 3.082E+01	-1.603E+01	 3.002E+01	-1.379E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.710E-01	 4.723E-01	-1.355E-01	 8.161E+01	-6.801E+00	 9.238E+01
  308.0000	 6.820E+00	-2.786E+01	 2.884E+01	-1.435E+01	 3.026E+01	-1.444E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.706E-01	 4.728E-01	-1.357E-01	 8.166E+01	-6.549E+00	 9.239E+01
  310.7500	 6.798E+00	-2.854E+01	 2.930E+01	-1.258E+01	 2.984E+01	-1.441E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.703E-01	 4.734E-01	-1.356E-01	 8.189E+01	-6.551E+00	 9.241E+01
  313.5000	 6.792E+00	-2.862E+01	 2.915E+01	-1.063E+01	 2.968E+01	-1.388E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.701E-01	 4.739E-01	-1.350E-01	 8.205E+01	-6.408E+00	 9.262E+01
  316.2500	 6.776E+00	-2.852E+01	 2.907E+01	-1.077E+01	 2.953E+01	-1.293E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.699E-01	 4.745E-01	-1.348E-01	 8.227E+01	-6.452E+00	 9.258E+01
  319.0000	 6.787E+00	-2.916E+01	 3.040E+01	-1.573E+01	 2.939E+01	-1.230E+01	 0.000E+00	 6.793E+00	 0.000E+00	 8.697E-01	 4.749E-01	-1.346E-01	 8.241E+01	-6.383E+00	 9.261E+01
  321.7500	 6.799E+00	-2.896E+01	 3.021E+01	-1.582E+01	 2.969E+01	-1.330E+01	 0.000E+00	 6.791E+00	 0.000E+00	 8.696E-01	 4.753E-01	-1.334E-01	 8.248E+01	-6.442E+00	 9.235E+01
  324.5000	 6.781E+00	-2.852E+01	 2.984E+01	-1.635E+01	 2.984E+01	-1.404E+01	 0.000E+00	 6.794E+00	 0.000E+00	 8.694E-01	 4.756E-01	-1.338E-01	 8.275E+01	-6.577E+00	 9.230E+01
  327.2500	 6.816E+00	-2.899E+01	 2.985E+01	-1.315E+01	 2.984E+01	-1.471E+01	 0.000E+00	 6.790E+00	 0.000E+00	 8.692E-01	 4.758E-01	-1.346E-01	 8.294E+01	-6.557E+00	 9.230E+01
  330.0000	 6.771E+00	-2.876E+01	 2.924E+01	-1.015E+01	 2.984E+01	-1.426E+01	 0.000E+00	 6.797E+00	 0.000E+00	 8.692E-01	 4.758E-01	-1.346E-01	 8.323E+01	-6.766E+00	 9.256E+01
  332.7500	 6.812E+00	-2.841E+01	 2.904E+01	-1.155E+01	 2.966E+01	-1.306E+01	 0.000E+00	 6.790E+00	 0.000E+00	 8.692E-01	 4.758E-01	-1.344E-01	 8.332E+01	-6.600E+00	 9.264E+01
  335.5000	 6.789E+00	-2.917E+01	 3.019E+01	-1.426E+01	 2.948E+01	-1.262E+01	 0.000E+00	 6.796E+00	 0.000E+00	 8.694E-01	 4.756E-01	-1.341E-01	 8.351E+01	-6.791E+00	 9.264E+01
  338.2500	 6.822E+00	-2.767E+01	 2.916E+01	-1.769E+01	 2.969E+01	-1.310E+01	 0.000E+00	 6.794E+00	 0.000E+00	 8.696E-01	 4.753E-01	-1.339E-01	 8.349E+01	-6.716E+00	 9.256E+01
  341.0000	 6.806E+00	-2.830E+01	 2.953E+01	-1.592E+01	 2.953E+01	-1.444E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.698E-01	 4.750E-01	-1.336E-01	 8.344E+01	-6.776E+00	 9.231E+01
  343.7500	 6.806E+00	-2.956E+01	 3.060E+01	-1.428E+01	 2.953E+01	-1.487E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.700E-01	 4.745E-01	-1.340E-01	 8.339E+01	-6.708E+00	 9.231E+01
  346.5000	 6.800E+00	-2.869E+01	 2.921E+01	-1.049E+01	 2.984E+01	-1.470E+01	 0.000E+00	 6.804E+00	 0.000E+00	 8.702E-01	 4.740E-01	-1.346E-01	 8.343E+01	-6.818E+00	 9.233E+01
  349.2500	 6.794E+00	-2.891E+01	 2.967E+01	-1.237E+01	 2.965E+01	-1.347E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.704E-01	 4.736E-01	-1.346E-01	 8.343E+01	-6.852E+00	 9.258E+01
  352.0000	 6.812E+00	-2.850E+01	 2.924E+01	-1.238E+01	 2.966E+01	-1.315E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.706E-01	 4.731E-01	-1.347E-01	 8.349E+01	-7.003E+00	 9.261E+01
  354.7500	 6.786E+00	-2.864E+01	 2.984E+01	-1.562E+01	 2.954E+01	-1.292E+01	 0.000E+00	 6.804E+00	 0.000E+00	 8.708E-01	 4.727E-01	-1.352E-01	 8.361E+01	-7.338E+00	 9.268E+01
  357.5000	 6.835E+00	-2.850E+01	 2.990E+01	-1.683E+01	 2.962E+01	-1.371E+01	 0.000E+00	 6.798E+00	 0.000E+00	 8.709E-01	 4.724E-01	-1.357E-01	 8.342E+01	-7.235E+00	 9.246E+01
  360.2500	 6.796E+00	-2.843E+01	 2.971E+01	-1.616E+01	 2.970E+01	-1.462E+01	 0.000E+00	 6.809E+00	 0.000E+00	 8.710E-01	 4.720E-01	-1.360E-01	 8.333E+01	-7.386E+00	 9.239E+01
  363.0000	 6.830E+00	-2.798E+01	 2.911E+01	-1.534E+01	 2.970E+01	-1.507E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.711E-01	 4.718E-01	-1.363E-01	 8.314E+01	-7.282E+00	 9.242E+01
  365.7500	 6.809E+00	-2.845E+01	 2.902E+01	-1.099E+01	 2.953E+01	-1.515E+01	 0.000E+00	 6.813E+00	 0.000E+00	 8.713E-01	 4.716E-01	-1.357E-01	 8.309E+01	-7.562E+00	 9.255E+01
  368.5000	 6.805E+00	-2.875E+01	 2.950E+01	-1.245E+01	 2.938E+01	-1.394E+01	 0.000E+00	 6.811E+00	 0.000E+00	 8.713E-01	 4.715E-01	-1.359E-01	 8.294E+01	-7.505E+00	 9.276E+01
  371.2500	 6.795E+00	-2.887E+01	 2.958E+01	-1.203E+01	 2.942E+01	-1.350E+01	 0.000E+00	 6.810E+00	 0.000E+00	 8.712E-01	 4.715E-01	-1.366E-01	 8.284E+01	-7.522E+00	 9.267E+01
  374.0000	 6.799E+00	-2.931E+01	 3.055E+01	-1.561E+01	 2.946E+01	-1.307E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.712E-01	 4.716E-01	-1.363E-01	 8.268E+01	-7.507E+00	 9.264E+01
  376.7500	 6.812E+00	-2.909E+01	 3.040E+01	-1.616E+01	 2.978E+01	-1.381E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.711E-01	 4.718E-01	-1.362E-01	 8.263E+01	-7.603E+00	 9.241E+01
  379.5000	 6.785E+00	-2.903E+01	 3.005E+01	-1.434E+01	 2.996E+01	-1.450E+01	 0.000E+00	 6.806E+00	 0.000E+00	 8.711E-01	 4.720E-01	-1.358E-01	 8.260E+01	-7.826E+00	 9.242E+01
  382.2500	 6.819E+00	-2.930E+01	 3.008E+01	-1.243E+01	 2.999E+01	-1.445E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.710E-01	 4.723E-01	-1.356E-01	 8.242E+01	-7.760E+00	 9.248E+01
  385.0000	 6.772E+00	-2.877E+01	 2.931E+01	-1.063E+01	 3.001E+01	-1.386E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.708E-01	 4.726E-01	-1.357E-01	 8.241E+01	-7.884E+00	 9.267E+01
  387.7500	 6.813E+00	-2.870E+01	 2.977E+01	-1.470E+01	 2.980E+01	-1.292E+01	 0.000E+00	 6.796E+00	 0.000E+00	 8.706E-01	 4.729E-01	-1.360E-01	 8.220E+01	-7.529E+00	 9.268E+01
  390.5000	 6.790E+00	-2.944E+01	 3.070E+01	-1.577E+01	 2.979E+01	-1.344E+01	 0.000E+00	 6.801E+00	 0.000E+00	 8.704E-01	 4.731E-01	-1.361E-01	 8.227E+01	-7.604E+00	 9.260E+01
  393.2500	 6.815E+00	-2.851E+01	 2.968E+01	-1.545E+01	 3.006E+01	-1.412E+01	 0.000E+00	 6.798E+00	 0.000E+00	 8.703E-01	 4.734E-01	-1.358E-01	 8.219E+01	-7.456E+00	 9.254E+01
  396.0000	 6.802E+00	-2.867E+01	 2.954E+01	-1.331E+01	 2.995E+01	-1.451E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.701E-01	 4.736E-01	-1.363E-01	 8.221E+01	-7.416E+00	 9.235E+01
  398.7500	 6.796E+00	-3.022E+01	 3.106E+01	-1.269E+01	 2.983E+01	-1.416E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.700E-01	 4.738E-01	-1.366E-01	 8.218E+01	-7.377E+00	 9.247E+01
  401.5000	 6.799E+00	-2.855E+01	 2.914E+01	-1.113E+01	 3.019E+01	-1.373E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.700E-01	 4.739E-01	-1.360E-01	 8.218E+01	-7.407E+00	 9.249E+01
  404.2500	 6.789E+00	-2.953E+01	 3.043E+01	-1.329E+01	 2.988E+01	-1.297E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.701E-01	 4.740E-01	-1.352E-01	 8.216E+01	-7.329E+00	 9.258E+01
  407.0000	 6.810E+00	-2.909E+01	 3.029E+01	-1.547E+01	 3.004E+01	-1.306E+01	 0.000E+00	 6.797E+00	 0.000E+00	 8.701E-01	 4.740E-01	-1.353E-01	 8.221E+01	-7.289E+00	 9.250E+01
  409.7500	 6.780E+00	-2.864E+01	 2.976E+01	-1.514E+01	 3.011E+01	-1.377E+01	 0.000E+00	 6.801E+00	 0.000E+00	 8.701E-01	 4.740E-01	-1.349E-01	 8.234E+01	-7.463E+00	 9.253E+01
  412.5000	 6.828E+00	-2.902E+01	 3.010E+01	-1.471E+01	 3.001E+01	-1.417E+01	 0.000E+00	 6.795E+00	 0.000E+00	 8.702E-01	 4.739E-01	-1.348E-01	 8.222E+01	-7.078E+00	 9.238E+01
  415.2500	 6.789E+00	-2.891E+01	 2.982E+01	-1.355E+01	 3.004E+01	-1.433E+01	 0.000E+00	 6.804E+00	 0.000E+00	 8.702E-01	 4.737E-01	-1.351E-01	 8.241E+01	-7.178E+00	 9.241E+01
  418.0000	 6.826E+00	-2.824E+01	 2.901E+01	-1.269E+01	 2.997E+01	-1.410E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.704E-01	 4.736E-01	-1.347E-01	 8.238E+01	-6.968E+00	 9.250E+01
  420.7500	 6.809E+00	-2.862E+01	 2.952E+01	-1.352E+01	 2.969E+01	-1.369E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.705E-01	 4.733E-01	-1.345E-01	 8.256E+01	-7.108E+00	 9.254E+01
  423.5000	 6.810E+00	-2.849E+01	 2.946E+01	-1.404E+01	 2.964E+01	-1.364E+01	 0.000E+00	 6.808E+00	 0.000E+00	 8.707E-01	 4.731E-01	-1.344E-01	 8.258E+01	-7.000E+00	 9.262E+01
  426.2500	 6.795E+00	-2.858E+01	 2.947E+01	-1.345E+01	 2.959E+01	-1.376E+01	 0.000E+00	 6.809E+00	 0.000E+00	 8.707E-01	 4.729E-01	-1.349E-01	 8.259E+01	-6.920E+00	 9.242E+01
  429.0000	 6.800E+00	-2.907E+01	 3.021E+01	-1.506E+01	 2.955E+01	-1.367E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.707E-01	 4.727E-01	-1.354E-01	 8.267E+01	-6.837E+00	 9.246E+01
  431.7500	 6.810E+00	-2.866E+01	 2.960E+01	-1.386E+01	 2.974E+01	-1.407E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.709E-01	 4.726E-01	-1.349E-01	 8.274E+01	-6.857E+00	 9.237E+01
  434.5000	 6.788E+00	-2.840E+01	 2.931E+01	-1.370E+01	 2.970E+01	-1.401E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.710E-01	 4.725E-01	-1.345E-01	 8.289E+01	-6.954E+00	 9.250E+01
  437.2500	 6.823E+00	-2.907E+01	 2.982E+01	-1.229E+01	 2.959E+01	-1.392E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.711E-01	 4.724E-01	-1.344E-01	 8.286E+01	-6.875E+00	 9.251E+01
  440.0000	 6.781E+00	-2.909E+01	 3.005E+01	-1.385E+01	 2.966E+01	-1.344E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.710E-01	 4.724E-01	-1.350E-01	 8.297E+01	-7.010E+00	 9.262E+01
  442.7500	 6.822E+00	-2.891E+01	 3.009E+01	-1.540E+01	 2.977E+01	-1.356E+01	 0.000E+00	 6.799E+00	 0.000E+00	 8.709E-01	 4.724E-01	-1.352E-01	 8.284E+01	-6.754E+00	 9.252E+01
  445.5000	 6.794E+00	-2.963E+01	 3.088E+01	-1.556E+01	 2.986E+01	-1.410E+01	 0.000E+00	 6.806E+00	 0.000E+00	 8.709E-01	 4.725E-01	-1.350E-01	 8.291E+01	-6.825E+00	 9.243E+01
  448.2500	 6.817E+00	-2.816E+01	 2.909E+01	-1.394E+01	 3.016E+01	-1.453E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.708E-01	 4.726E-01	-1.357E-01	 8.299E+01	-6.721E+00	 9.247E+01
  451.0000	 6.798E+00	-2.834E+01	 2.900E+01	-1.182E+01	 2.985E+01	-1.436E+01	 0.000E+00	 6.806E+00	 0.000E+00	 8.706E-01	 4.728E-01	-1.359E-01	 8.300E+01	-6.778E+00	 9.247E+01
  453.7500	 6.796E+00	-2.996E+01	 3.067E+01	-1.175E+01	 2.960E+01	-1.362E+01	 0.000E+00	 6.804E+00	 0.000E+00	 8.705E-01	 4.730E-01	-1.360E-01	 8.298E+01	-6.723E+00	 9.263E+01
  456.5000	 6.797E+00	-2.862E+01	 2.939E+01	-1.254E+01	 2.991E+01	-1.307E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.705E-01	 4.732E-01	-1.356E-01	 8.293E+01	-6.779E+00	 9.254E+01
  459.2500	 6.791E+00	-2.897E+01	 3.025E+01	-1.603E+01	 2.976E+01	-1.292E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.704E-01	 4.734E-01	-1.354E-01	 8.287E+01	-6.734E+00	 9.251E+01
  462.0000	 6.807E+00	-2.875E+01	 3.004E+01	-1.617E+01	 2.990E+01	-1.383E+01	 0.000E+00	 6.797E+00	 0.000E+00	 8.703E-01	 4.736E-01	-1.349E-01	 8.279E+01	-6.760E+00	 9.235E+01
  464.7500	 6.775E+00	-2.887E+01	 2.986E+01	-1.413E+01	 2.994E+01	-1.451E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.702E-01	 4.738E-01	-1.350E-01	 8.290E+01	-7.006E+00	 9.243E+01
  467.5000	 6.820E+00	-2.920E+01	 3.013E+01	-1.358E+01	 2.992E+01	-1.440E+01	 0.000E+00	 6.793E+00	 0.000E+00	 8.701E-01	 4.740E-01	-1.353E-01	 8.279E+01	-6.848E+00	 9.244E+01
  470.2500	 6.780E+00	-2.869E+01	 2.939E+01	-1.205E+01	 2.998E+01	-1.416E+01	 0.000E+00	 6.801E+00	 0.000E+00	 8.700E-01	 4.741E-01	-1.353E-01	 8.287E+01	-7.001E+00	 9.258E+01
  473.0000	 6.819E+00	-2.801E+01	 2.896E+01	-1.413E+01	 2.981E+01	-1.354E+01	 0.000E+00	 6.795E+00	 0.000E+00	 8.699E-01	 4.742E-01	-1.354E-01	 8.283E+01	-6.906E+00	 9.264E+01
  475.7500	 6.804E+00	-2.840E+01	 2.937E+01	-1.410E+01	 2.956E+01	-1.371E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.699E-01	 4.742E-01	-1.354E-01	 8.298E+01	-7.201E+00	 9.259E+01
  478.5000	 6.805E+00	-2.865E+01	 2.987E+01	-1.568E+01	 2.950E+01	-1.383E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.700E-01	 4.742E-01	-1.350E-01	 8.288E+01	-7.171E+00	 9.256E+01
  481.2500	 6.792E+00	-2.853E+01	 2.947E+01	-1.389E+01	 2.961E+01	-1.437E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.699E-01	 4.742E-01	-1.358E-01	 8.283E+01	-7.173E+00	 9.236E+01
  484.0000	 6.796E+00	-2.882E+01	 2.983E+01	-1.432E+01	 2.957E+01	-1.423E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.699E-01	 4.740E-01	-1.359E-01	 8.276E+01	-7.180E+00	 9.246E+01
  486.7500	 6.805E+00	-2.872E+01	 2.939E+01	-1.177E+01	 2.964E+01	-1.425E+01	 0.000E+00	 6.799E+00	 0.000E+00	 8.701E-01	 4.739E-01	-1.358E-01	 8.275E+01	-7.259E+00	 9.247E+01
  489.5000	 6.783E+00	-2.864E+01	 2.935E+01	-1.215E+01	 2.957E+01	-1.353E+01	 0.000E+00	 6.801E+00	 0.000E+00	 8.701E-01	 4.737E-01	-1.360E-01	 8.284E+01	-7.400E+00	 9.265E+01
  492.2500	 6.824E+00	-2.920E+01	 3.018E+01	-1.391E+01	 2.951E+01	-1.313E+01	 0.000E+00	 6.796E+00	 0.000E+00	 8.703E-01	 4.735E-01	-1.359E-01	 8.279E+01	-7.372E+00	 9.266E+01
  495.0000	 6.783E+00	-2.876E+01	 2.975E+01	-1.417E+01	 2.970E+01	-1.336E+01	 0.000E+00	 6.804E+00	 0.000E+00	 8.705E-01	 4.733E-01	-1.351E-01	 8.277E+01	-7.524E+00	 9.264E+01
  497.7500	 6.827E+00	-2.853E+01	 2.999E+01	-1.723E+01	 2.972E+01	-1.359E+01	 0.000E+00	 6.798E+00	 0.000E+00	 8.706E-01	 4.731E-01	-1.354E-01	 8.260E+01	-7.288E+00	 9.244E+01
  500.5000	 6.798E+00	-2.935E+01	 3.059E+01	-1.570E+01	 2.979E+01	-1.466E+01	 0.000E+00	 6.806E+00	 0.000E+00	 8.706E-01	 4.729E-01	-1.356E-01	 8.261E+01	-7.457E+00	 9.236E+01
  503.2500	 6.820E+00	-2.830E+01	 2.908E+01	-1.270E+01	 3.003E+01	-1.496E+01	 0.000E+00	 6.804E+00	 0.000E+00	 8.708E-01	 4.727E-01	-1.355E-01	 8.250E+01	-7.336E+00	 9.250E+01
  506.0000	 6.804E+00	-2.850E+01	 2.910E+01	-1.128E+01	 2.975E+01	-1.430E+01	 0.000E+00	 6.808E+00	 0.000E+00	 8.708E-01	 4.725E-01	-1.358E-01	 8.255E+01	-7.341E+00	 9.254E+01
  508.7500	 6.800E+00	-2.986E+01	 3.050E+01	-1.122E+01	 2.956E+01	-1.342E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.710E-01	 4.723E-01	-1.354E-01	 8.252E+01	-7.288E+00	 9.269E+01
  511.5000	 6.806E+00	-2.842E+01	 2.941E+01	-1.422E+01	 2.983E+01	-1.278E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.710E-01	 4.723E-01	-1.356E-01	 8.259E+01	-7.358E+00	 9.257E+01
  514.2500	 6.799E+00	-2.931E+01	 3.069E+01	-1.653E+01	 2.971E+01	-1.320E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.710E-01	 4.722E-01	-1.357E-01	 8.258E+01	-7.339E+00	 9.249E+01
  517.0000	 6.815E+00	-2.906E+01	 3.028E+01	-1.560E+01	 2.999E+01	-1.417E+01	 0.000E+00	 6.804E+00	 0.000E+00	 8.711E-01	 4.722E-01	-1.351E-01	 8.247E+01	-7.314E+00	 9.231E+01
  519.7500	 6.780E+00	-2.879E+01	 2.971E+01	-1.366E+01	 3.008E+01	-1.459E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.710E-01	 4.722E-01	-1.358E-01	 8.265E+01	-7.502E+00	 9.241E+01
  522.5000	 6.826E+00	-2.922E+01	 3.008E+01	-1.311E+01	 2.997E+01	-1.432E+01	 0.000E+00	 6.799E+00	 0.000E+00	 8.709E-01	 4.723E-01	-1.361E-01	 8.254E+01	-7.266E+00	 9.248E+01
  525.2500	 6.785E+00	-2.906E+01	 2.973E+01	-1.170E+01	 3.000E+01	-1.396E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.709E-01	 4.724E-01	-1.356E-01	 8.263E+01	-7.381E+00	 9.265E+01
  528.0000	 6.822E+00	-2.845E+01	 2.928E+01	-1.307E+01	 2.992E+01	-1.330E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.708E-01	 4.725E-01	-1.355E-01	 8.261E+01	-7.210E+00	 9.267E+01
  530.7500	 6.807E+00	-2.867E+01	 2.975E+01	-1.485E+01	 2.973E+01	-1.324E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.707E-01	 4.727E-01	-1.358E-01	 8.277E+01	-7.401E+00	 9.258E+01
  533.5000	 6.807E+00	-2.871E+01	 3.004E+01	-1.639E+01	 2.974E+01	-1.371E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.707E-01	 4.729E-01	-1.351E-01	 8.269E+01	-7.316E+00	 9.254E+01
  536.2500	 6.790E+00	-2.868E+01	 2.951E+01	-1.298E+01	 2.983E+01	-1.449E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.707E-01	 4.730E-01	-1.347E-01	 8.262E+01	-7.219E+00	 9.232E+01
  539.0000	 6.793E+00	-2.919E+01	 3.009E+01	-1.343E+01	 2.973E+01	-1.405E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.705E-01	 4.732E-01	-1.352E-01	 8.265E+01	-7.145E+00	 9.241E+01
  541.7500	 6.802E+00	-2.897E+01	 2.969E+01	-1.216E+01	 2.984E+01	-1.387E+01	 0.000E+00	 6.799E+00	 0.000E+00	 8.704E-01	 4.734E-01	-1.355E-01	 8.272E+01	-7.179E+00	 9.247E+01
  544.5000	 6.781E+00	-2.856E+01	 2.931E+01	-1.243E+01	 2.980E+01	-1.337E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.703E-01	 4.735E-01	-1.353E-01	 8.284E+01	-7.272E+00	 9.266E+01
  547.2500	 6.820E+00	-2.922E+01	 3.015E+01	-1.366E+01	 2.965E+01	-1.310E+01	 0.000E+00	 6.794E+00	 0.000E+00	 8.703E-01	 4.736E-01	-1.354E-01	 8.284E+01	-7.137E+00	 9.261E+01
  550.0000	 6.778E+00	-2.893E+01	 2.995E+01	-1.436E+01	 2.980E+01	-1.326E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.702E-01	 4.737E-01	-1.355E-01	 8.297E+01	-7.274E+00	 9.259E+01
  552.7500	 6.820E+00	-2.880E+01	 3.020E+01	-1.679E+01	 2.984E+01	-1.358E+01	 0.000E+00	 6.795E+00	 0.000E+00	 8.702E-01	 4.738E-01	-1.353E-01	 8.280E+01	-7.016E+00	 9.243E+01
  555.5000	 6.792E+00	-2.930E+01	 3.038E+01	-1.463E+01	 2.995E+01	-1.452E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.702E-01	 4.738E-01	-1.348E-01	 8.280E+01	-7.112E+00	 9.236E+01
  558.2500	 6.815E+00	-2.825E+01	 2.906E+01	-1.300E+01	 3.007E+01	-1.455E+01	 0.000E+00	 6.799E+00	 0.000E+00	 8.702E-01	 4.738E-01	-1.348E-01	 8.271E+01	-6.955E+00	 9.248E+01
  561.0000	 6.798E+00	-2.851E+01	 2.919E+01	-1.188E+01	 2.978E+01	-1.410E+01	 0.000E+00	 6.804E+00	 0.000E+00	 8.702E-01	 4.738E-01	-1.355E-01	 8.276E+01	-6.963E+00	 9.253E+01
